medallion,hack_license,vendor_id,rate_code,store_and_fwd_flag,pickup_datetime,dropoff_datetime,passenger_count,trip_time_in_secs,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude
333D72A3E9C09AD9EFBF79F549EFA67B,ED57BB723A58FFF10DCA8AC08AC1B103,CMT,1,N,2013-01-01 16:06:51,2013-01-01 16:22:18,2,927,1.8,-73.989059,40.750572,-73.973686,40.755997
E9BA494DC1A1F26D186394EFBB8327CF,BBF604B3A2426BFBAAC982AAAA0BF1B5,CMT,1,N,2013-01-01 16:46:15,2013-01-01 16:56:03,1,587,2.8,-73.959908,40.806396,-73.983292,40.775673
5C1E310A26EEE17AA72AFE63194DE5B5,A56B275487B0D09E6BA4C8801E0B2BE3,CMT,1,N,2013-01-01 17:11:51,2013-01-01 17:17:18,3,327,1.4,-73.98793,40.749542,-73.978981,40.766735
5FF9BDEA1A1F819863EAA981D86966C2,8B9B855666A59B0801538A25D2B1D8F2,VTS,1,,2013-01-01 18:34:00,2013-01-01 18:38:00,1,240,1.46,-73.983727,40.738075,-73.974617,40.75246
E9BA494DC1A1F26D186394EFBB8327CF,BBF604B3A2426BFBAAC982AAAA0BF1B5,CMT,1,N,2013-01-01 18:36:53,2013-01-01 18:39:04,1,131,0.5,-73.992172,40.749954,-73.99675,40.744553
1F03ADDC384F4C5FB5E760528D4E0BA5,6607D2680127BFBCFF94193B15578DE7,CMT,1,N,2013-01-01 18:45:02,2013-01-01 18:48:48,1,225,1.2,-73.982384,40.752102,-73.993332,40.736393
19CD3E8DDB8FD3250C1A93432C0A4354,8736A961B0A91F3C120DDB7626876736,VTS,1,,2013-01-01 18:41:00,2013-01-01 19:00:00,1,1140,9.44,-73.873993,40.773716,-73.996803,40.746346
39FDC731D7B44916F3580A201EC40FEF,B0F4872534C565F378FE69AFBE2F1DC7,VTS,1,,2013-01-01 19:01:00,2013-01-01 19:19:00,5,1080,9.93,-73.8638,40.770416,-73.98484,40.732506
02BFD1B64C2C80B433D3A282C828912B,375201058CFE70CE40B69903041C2310,CMT,1,N,2013-01-01 19:41:43,2013-01-01 19:49:17,2,453,2.1,-73.984734,40.76931,-73.997787,40.744205
AA5F0613C76891C045AC4F1989DA2334,5C8BAF38B31932AD0D52C43107716FCD,VTS,1,,2013-01-01 22:57:00,2013-01-01 23:23:00,6,1560,7.25,-73.99234,40.743896,-73.985527,40.666286
1ABD0BB8B7278A49B4F6502B59E1CEFB,AE49AF37C8856F2EA32953F207A9C339,CMT,1,N,2013-01-01 23:33:10,2013-01-01 23:36:18,2,188,0.8,-73.983711,40.756092,-73.98494,40.748222
0A3EF18FFD7FA5327C66C6B1CE068F3A,E8BD33FAF31C98E52D1E45A60216113B,CMT,1,N,2013-01-01 23:26:42,2013-01-01 23:49:24,2,1361,18.9,-73.783318,40.648636,-73.964249,40.719543
DD98E2C3AF5C47B4449F720ECC5778D4,79807332B275653A2473554C7328500A,CMT,1,N,2013-01-02 06:58:08,2013-01-02 07:24:24,1,1576,3.0,-73.987022,40.759373,-73.862022,40.768017
BBD41D16BDEE492B03A57F646424DD67,A1F9216D1DEA770BE35021D7ACDF82EE,VTS,1,,2013-01-02 07:08:00,2013-01-02 07:39:00,5,1860,10.77,-73.987991,40.768894,-73.865662,40.770962
4A4DA06C65CFA356CD538AF4B899430E,7CE1605151178F02B4EBBD8472C86A13,CMT,1,N,2013-01-02 08:12:21,2013-01-02 08:24:43,1,742,2.5,-73.99115,40.750023,-73.952614,40.74115
700CB1059F06F8D7E5131A8B342B8639,B4CF86C1988C157AE2B49B2B39FD84C3,VTS,2,,2013-01-02 08:41:00,2013-01-02 09:22:00,1,2460,18.09,-73.784706,40.648594,-73.983475,40.730816
F9A928A8D1DEB9B5E1B1A94C3FD56C19,1AD37F83160621D9318D92DC4C15ACC4,VTS,1,,2013-01-02 09:17:00,2013-01-02 09:23:00,1,360,0.07,-73.986145,40.74308,-73.987099,40.749382
7B73CE2F5ABB6582467A7CE90599DFD3,26E63FFFC24EBE41DF5ADF556854ECB9,VTS,1,,2013-01-02 10:14:00,2013-01-02 10:23:00,1,540,1.25,-73.95649,40.766991,-73.973259,40.764938
A4FC84D2662D988828DBD26B0948A413,563219AB6E23D89FA47175E39EDC1DDF,VTS,2,,2013-01-02 10:25:00,2013-01-02 10:29:00,1,240,4.4,-73.813622,40.69664,0.0,0.0
F9BF1B2EFE03D034E2B4A9E798F8A6B2,410164EA6A9DDFFBD3ED781698770473,VTS,1,,2013-01-02 12:53:00,2013-01-02 13:07:00,2,840,3.38,-73.950012,40.776184,-73.978821,40.750149
9297022BAEF16ADC71897916247C0E11,3F2F9B870CE4FCACBA0B3A28CD1A9DBF,VTS,1,,2013-01-02 13:19:00,2013-01-02 13:34:00,1,900,2.6,-73.981483,40.767036,-73.982338,40.767853
8D4CBED05F37182EA36121B2E24D4C17,70B17520EDA61F7E8398B3304C7E207C,VTS,1,,2013-01-02 14:12:00,2013-01-02 14:43:00,5,1860,15.33,-73.782219,40.644497,-73.916374,40.757725
2C61D13555745960DD807F1237ED5B7A,A605F82B4931ADB1420E6326F4905802,VTS,1,,2013-01-02 14:40:00,2013-01-02 14:54:00,1,840,3.34,-73.872917,40.774067,-73.920128,40.768417
F86299BD8DF9B0C90A4E20AD2A44EAF7,4264E0E82EDA05361D8D77DABB42508D,VTS,1,,2013-01-02 16:21:00,2013-01-02 16:25:00,1,240,1.19,-73.97023,40.752491,-73.97728,40.742844
77BCDB68290B5FE0F044A7157E3F69D3,59DB94FBFEBBC7B08BFFF72455449559,VTS,1,,2013-01-02 16:23:00,2013-01-02 16:33:00,2,600,1.57,-73.985687,40.741199,-74.000381,40.722324
4B765CE35FF52766E30831428DD273B3,31EFCF360D76BCD9FEC574B8D73B8F01,VTS,2,,2013-01-02 18:00:00,2013-01-02 18:49:00,1,2940,19.02,-73.781822,40.644836,-73.988007,40.765148
824E7B72DA09B09C25AF8EAD2E6C88A4,76D8EC13D05A0D616427C95AE870F2E2,VTS,1,,2013-01-02 18:42:00,2013-01-02 18:52:00,1,600,1.56,0.0,0.0,0.0,0.0
219F8CFAB081F561EE59AFFC499F8BA2,F97B20080497F3D1DCA9A58568A32EB8,VTS,1,,2013-01-02 20:45:00,2013-01-02 20:51:00,2,360,0.65,-73.987312,40.739052,-73.979469,40.735508
0C3D03822EC2B0DAABC565EF330580E9,7EB3F95BEE146557CED541F10B85F19D,VTS,1,,2013-01-02 22:48:00,2013-01-02 22:50:00,1,120,0.77,-73.992096,40.73978,-74.005074,40.741116
A6D0858338A830AEEF332B8540B497F3,F1FFF823D04F67D9B3B7515675EF78AB,VTS,1,,2013-01-02 22:24:00,2013-01-02 22:51:00,5,1620,14.59,-73.790108,40.647034,-73.920799,40.743252
F4A9B95166FF93094F5B6A98D2D41B45,001C8AAB90AEE49F36FCAA7B4136C81A,VTS,2,,2013-01-03 05:54:00,2013-01-03 05:55:00,1,60,0.0,-73.77636,40.645481,0.0,0.0
7BF28AD5D64165E868B86F60946CA5DE,860113B2C9AC2279699384DBC10C927B,VTS,2,,2013-01-03 06:45:00,2013-01-03 07:36:00,1,3060,22.35,-73.78183,40.647381,-73.91523,40.871666
2ECF8ED9A9142FEE4578EF54E139ABA4,FFC9C52691EC1F3251DE8FCD88763C39,VTS,1,,2013-01-03 07:32:00,2013-01-03 07:36:00,1,240,0.96,0.0,0.0,0.0,0.0
